transaction_id,product_id,time_id,store_id,qty,unit_price,line_total
14189,49,10990,5,3,3.0,9.0
14190,49,10991,3,1,3.0,3.0
14191,73,10991,3,1,3.75,3.75
14192,26,10992,8,2,3.0,6.0
14193,54,10993,8,1,2.5,2.5
14194,46,10994,3,1,2.5,2.5
14195,59,10995,8,1,4.5,4.5
14196,35,10996,5,3,3.1,9.3
14197,34,10997,8,2,2.45,4.9
14198,38,10998,5,2,3.75,7.5
14199,63,10998,5,1,0.8,0.8
14200,36,10999,3,2,3.75,7.5
14201,30,11000,5,1,3.0,3.0
14202,46,11001,5,2,2.5,5.0
14203,45,11002,3,2,3.0,6.0
14204,31,11003,8,2,2.2,4.4
14205,29,11004,8,1,2.5,2.5
14206,55,11005,3,1,4.0,4.0
14207,28,11006,5,2,2.0,4.0
14208,51,11007,5,3,3.0,9.0
14209,31,11008,3,1,2.2,2.2
14210,71,11009,8,1,3.75,3.75
14211,47,11010,8,1,3.0,3.0
14212,42,11011,5,1,2.5,2.5
14213,22,11012,3,2,2.0,4.0
14214,28,11013,3,1,2.0,2.0
14215,76,11014,8,1,3.5,3.5
14216,29,11015,3,2,2.5,5.0
14217,25,11016,3,1,2.2,2.2
14218,31,11017,3,1,2.2,2.2
14219,38,11018,5,3,3.75,11.25
14220,65,11018,5,2,0.8,1.6
14221,29,11019,8,2,2.5,5.0
14222,58,11020,8,2,3.5,7.0
14223,33,11021,8,2,3.5,7.0
14224,57,11022,3,2,3.1,6.2
14225,28,11023,3,1,2.0,2.0
14226,30,11024,5,3,3.0,9.0
14227,58,11025,5,1,3.5,3.5
14228,42,11026,8,2,2.5,5.0
14229,26,11027,3,1,3.0,3.0
14230,35,11028,8,1,3.1,3.1
14231,46,11029,3,2,2.5,5.0
14232,34,11030,5,3,2.45,7.3500000000000005
14233,45,11031,3,1,3.0,3.0
14234,72,11031,3,1,3.25,3.25
14235,78,11032,8,1,4.5,4.5
14236,24,11033,3,2,3.0,6.0
14237,71,11034,8,1,3.75,3.75
14238,36,11035,3,2,3.75,7.5
14239,61,11036,8,1,4.75,4.75
14240,60,11037,3,1,3.75,3.75
14241,47,11038,5,2,3.0,6.0
14242,40,11039,5,3,3.75,11.25
14243,65,11039,5,1,0.8,0.8
14244,31,11040,3,1,2.2,2.2
14245,24,11041,3,1,3.0,3.0
14246,41,11042,3,2,4.25,8.5
14247,70,11042,3,1,3.25,3.25
14248,40,11043,5,3,3.75,11.25
14249,65,11043,5,2,0.8,1.6
14250,28,11044,3,2,2.0,4.0
14251,52,11045,3,2,2.5,5.0
14252,60,11046,8,2,3.75,7.5
14253,26,11047,3,2,3.0,6.0
14254,57,11048,5,1,3.1,3.1
14255,79,11048,5,1,3.75,3.75
14256,52,11049,8,2,2.5,5.0
14257,42,11050,3,2,2.5,5.0
14258,34,11051,3,2,2.45,4.9
14259,32,11052,8,2,3.0,6.0
14260,55,11053,8,2,4.0,8.0
14261,24,11054,8,1,3.0,3.0
14262,48,11055,3,2,2.5,5.0
14263,39,11056,3,1,4.25,4.25
14264,44,11057,5,3,2.5,7.5
14265,75,11057,5,1,3.5,3.5
14266,34,11058,3,2,2.45,4.9
14267,36,11059,3,2,3.75,7.5
14268,22,11060,3,1,2.0,2.0
14269,71,11060,3,1,3.75,3.75
14270,71,11061,8,1,3.75,3.75
14271,47,11062,8,1,3.0,3.0
14272,47,11063,8,2,3.0,6.0
14273,72,11063,8,1,3.25,3.25
14274,24,11064,3,1,3.0,3.0
14275,33,11065,3,2,3.5,7.0
14276,57,11066,3,2,3.1,6.2
14277,56,11067,8,2,2.55,5.1
14278,54,11068,8,1,2.5,2.5
14279,53,11069,3,2,3.0,6.0
14280,30,11070,3,2,3.0,6.0
14281,35,11071,3,1,3.1,3.1
14282,44,11072,3,2,2.5,5.0
14283,60,11073,3,2,3.75,7.5
14284,73,11073,3,1,3.75,3.75
14285,51,11074,3,1,3.0,3.0
14286,47,11075,3,2,3.0,6.0
14287,47,11076,3,2,3.0,6.0
14288,61,11077,3,2,4.75,9.5
14289,52,11078,8,2,2.5,5.0
14290,38,11079,3,1,3.75,3.75
14291,43,11080,8,1,3.0,3.0
14292,50,11081,3,1,2.5,2.5
14293,34,11082,8,2,2.45,4.9
14294,25,11083,8,1,2.2,2.2
14295,27,11084,8,2,3.5,7.0
14296,45,11085,3,2,3.0,6.0
14297,34,11086,8,1,2.45,2.45
14298,58,11087,3,1,3.5,3.5
14299,25,11088,8,2,2.2,4.4
14300,87,11089,8,2,2.1,4.2
14301,72,11089,8,2,3.25,6.5
14302,37,11090,3,2,3.0,6.0
14303,71,11090,3,1,3.75,3.75
14304,26,11091,3,2,3.0,6.0
14305,31,11092,3,2,2.2,4.4
14306,70,11092,3,1,3.25,3.25
14307,53,11093,5,1,3.0,3.0
14308,32,11094,5,3,3.0,9.0
14309,45,11095,5,1,3.0,3.0
14310,44,11096,5,3,2.5,7.5
14311,59,11097,5,3,4.5,13.5
14312,26,11098,5,3,3.0,9.0
14313,75,11098,5,1,3.5,3.5
14314,29,11099,5,3,2.5,7.5
14315,72,11099,5,1,3.25,3.25
14316,43,11100,5,2,3.0,6.0
14317,49,11101,8,2,3.0,6.0
14318,49,11102,5,2,3.0,6.0
14319,53,11103,5,1,3.0,3.0
14320,49,11104,8,1,3.0,3.0
14321,43,11105,8,1,3.0,3.0
14322,29,11106,5,2,2.5,5.0
14323,4,11107,8,1,20.45,20.45
14324,51,11108,8,2,3.0,6.0
14325,47,11109,5,1,3.0,3.0
14326,73,11109,5,1,3.75,3.75
14327,34,11109,8,1,2.45,2.45
14328,42,11110,5,3,2.5,7.5
14329,9,11110,5,1,22.5,22.5
14330,24,11111,5,2,3.0,6.0
14331,70,11111,5,1,3.25,3.25
14332,17,11111,5,1,9.5,9.5
14333,87,11112,8,1,3.0,3.0
14334,39,11113,8,1,4.25,4.25
14335,47,11114,5,1,3.0,3.0
14336,70,11115,8,1,3.25,3.25
14337,39,11116,5,3,4.25,12.75
14338,84,11116,5,1,0.8,0.8
14339,74,11117,8,1,3.5,3.5
14340,38,11118,5,3,3.75,11.25
14341,63,11118,5,2,0.8,1.6
14342,36,11119,5,3,3.75,11.25
14343,83,11119,5,1,14.0,14.0
14344,29,11120,3,2,2.5,5.0
14345,27,11121,3,1,3.5,3.5
14346,35,11122,8,1,3.1,3.1
14347,39,11123,3,2,4.25,8.5
14348,55,11124,8,1,4.0,4.0
14349,26,11125,8,2,3.0,6.0
14350,45,11126,5,3,3.0,9.0
14351,74,11126,5,1,3.5,3.5
14352,57,11127,3,2,3.1,6.2
14353,69,11127,3,1,3.25,3.25
14354,32,11128,8,1,3.0,3.0
14355,38,11129,5,2,3.75,7.5
14356,65,11129,5,2,0.8,1.6
14357,71,11130,8,1,3.75,3.75
14358,28,11131,5,1,2.0,2.0
14359,45,11132,5,1,3.0,3.0
14360,70,11132,5,1,3.25,3.25
14361,53,11133,3,2,3.0,6.0
14362,33,11134,8,2,3.5,7.0
14363,35,11135,8,1,3.1,3.1
14364,48,11136,8,2,2.5,5.0
14365,46,11137,8,2,2.5,5.0
14366,69,11137,8,1,3.25,3.25
14367,53,11138,8,1,3.0,3.0
14368,70,11138,8,1,3.25,3.25
14369,50,11139,8,1,2.5,2.5
14370,61,11140,3,2,4.75,9.5
14371,45,11141,3,2,3.0,6.0
14372,75,11141,3,1,3.5,3.5
14373,52,11142,5,2,2.5,5.0
14374,79,11142,5,1,3.75,3.75
14375,59,11143,8,1,4.5,4.5
14376,28,11144,8,1,2.0,2.0
14377,47,11145,3,1,3.0,3.0
14378,46,11146,5,3,2.5,7.5
14379,45,11147,5,2,3.0,6.0
14380,23,11148,3,1,2.5,2.5
14381,31,11149,3,1,2.2,2.2
14382,69,11150,8,1,3.25,3.25
14383,36,11151,8,2,3.75,7.5
14384,23,11152,8,2,2.5,5.0
14385,59,11153,8,2,4.5,9.0
14386,58,11154,5,3,3.5,10.5
14387,24,11155,3,2,3.0,6.0
14388,35,11156,3,2,3.1,6.2
14389,27,11157,3,2,3.5,7.0
14390,73,11157,3,1,3.75,3.75
14391,33,11158,5,2,3.5,7.0
14392,28,11159,8,1,2.0,2.0
14393,25,11160,8,1,2.2,2.2
14394,47,11161,3,1,3.0,3.0
14395,73,11162,8,1,3.75,3.75
14396,59,11163,5,2,4.5,9.0
14397,31,11164,5,3,2.2,6.6000000000000005
14398,28,11165,8,2,2.0,4.0
14399,87,11166,5,1,2.1,2.1
14400,72,11166,5,1,2.65,2.65
14401,1,11166,5,1,18.0,18.0
14402,40,11167,3,2,3.75,7.5
14403,77,11167,3,1,3.0,3.0
14404,38,11168,3,2,3.75,7.5
14405,33,11169,3,1,3.5,3.5
14406,46,11170,8,1,2.5,2.5
14407,70,11170,8,1,3.25,3.25
14408,3,11170,8,1,14.75,14.75
14409,43,11171,5,1,3.0,3.0
14410,32,11172,8,2,3.0,6.0
14411,76,11173,8,1,3.5,3.5
14412,23,11174,5,2,2.5,5.0
14413,31,11175,5,2,2.2,4.4
14414,50,11176,8,1,2.5,2.5
14415,54,11177,5,2,2.5,5.0
14416,46,11178,8,1,2.5,2.5
14417,87,11179,5,1,3.0,3.0
14418,73,11179,5,1,3.75,3.75
14419,83,11179,5,1,14.0,14.0
14420,56,11180,8,1,2.55,2.55
14421,31,11181,3,2,2.2,4.4
14422,70,11181,3,1,3.25,3.25
14423,30,11182,8,1,3.0,3.0
14424,72,11182,8,1,3.25,3.25
14425,43,11183,8,1,3.0,3.0
14426,43,11184,8,1,3.0,3.0
14427,38,11185,3,2,3.75,7.5
14428,30,11186,8,1,3.0,3.0
14429,30,11187,5,2,3.0,6.0
14430,30,11188,3,1,3.0,3.0
14431,33,11189,5,3,3.5,10.5
14432,60,11190,5,1,3.75,3.75
14433,25,11191,3,2,2.2,4.4
14434,38,11192,8,2,3.75,7.5
14435,42,11193,8,1,2.5,2.5
14436,27,11194,8,1,3.5,3.5
14437,42,11195,8,2,2.5,5.0
14438,32,11196,8,1,3.0,3.0
14439,24,11197,3,1,3.0,3.0
14440,73,11197,3,1,3.75,3.75
14441,50,11198,3,2,2.5,5.0
14442,32,11199,3,1,3.0,3.0
14443,26,11200,5,3,3.0,9.0
14444,32,11201,8,2,3.0,6.0
14445,60,11202,8,2,3.75,7.5
14446,54,11203,5,1,2.5,2.5
14447,22,11204,3,1,2.0,2.0
14448,49,11205,3,1,3.0,3.0
14449,49,11206,8,1,3.0,3.0
14450,39,11207,5,2,4.25,8.5
14451,84,11207,5,1,0.8,0.8
14452,28,11208,5,2,2.0,4.0
14453,52,11209,3,1,2.5,2.5
14454,74,11209,3,1,3.5,3.5
14455,44,11210,8,1,2.5,2.5
14456,79,11211,8,1,3.75,3.75
14457,41,11212,3,1,4.25,4.25
14458,43,11213,3,2,3.0,6.0
14459,25,11214,3,1,2.2,2.2
14460,40,11215,5,1,3.75,3.75
14461,64,11215,5,2,0.8,1.6
14462,61,11216,8,2,4.75,9.5
14463,32,11217,8,2,3.0,6.0
14464,37,11218,5,1,3.0,3.0
14465,65,11218,5,2,0.8,1.6
14466,61,11219,5,2,4.75,9.5
14467,52,11220,8,2,2.5,5.0
14468,47,11221,3,2,3.0,6.0
14469,36,11222,3,1,3.75,3.75
14470,70,11222,3,1,3.25,3.25
14471,51,11223,5,2,3.0,6.0
14472,79,11223,5,1,3.75,3.75
14473,57,11224,3,2,3.1,6.2
14474,55,11225,8,1,4.0,4.0
14475,37,11226,5,1,3.0,3.0
14476,84,11226,5,2,0.8,1.6
14477,39,11227,8,2,4.25,8.5
14478,84,11227,8,1,0.8,0.8
14479,50,11228,5,3,2.5,7.5
14480,28,11229,8,2,2.0,4.0
14481,32,11230,5,3,3.0,9.0
14482,35,11231,5,2,3.1,6.2
14483,56,11232,3,2,2.55,5.1
14484,43,11233,5,3,3.0,9.0
14485,44,11234,5,1,2.5,2.5
14486,75,11234,5,1,3.5,3.5
14487,38,11235,5,1,3.75,3.75
14488,64,11235,5,2,0.8,1.6
14489,50,11236,5,1,2.5,2.5
14490,46,11237,8,2,2.5,5.0
14491,59,11238,3,1,4.5,4.5
14492,78,11238,3,1,4.5,4.5
14493,61,11239,5,2,4.75,9.5
14494,60,11240,5,1,3.75,3.75
14495,58,11241,8,1,3.5,3.5
14496,53,11242,8,1,3.0,3.0
14497,52,11242,8,1,2.5,2.5
14498,29,11243,3,2,2.5,5.0
14499,75,11244,8,1,3.5,3.5
14500,40,11245,8,1,3.75,3.75
14501,56,11246,8,2,2.55,5.1
14502,40,11247,5,1,3.75,3.75
14503,63,11247,5,1,0.8,0.8
14504,73,11247,5,1,3.75,3.75
14505,42,11248,5,2,2.5,5.0
14506,38,11249,8,2,3.75,7.5
14507,36,11250,3,2,3.75,7.5
14508,76,11250,3,1,3.5,3.5
14509,40,11251,3,2,3.75,7.5
14510,61,11252,5,3,4.75,14.25
14511,22,11253,5,2,2.0,4.0
14512,36,11254,5,3,3.75,11.25
14513,40,11255,3,1,3.75,3.75
14514,49,11256,8,1,3.0,3.0
14515,25,11257,5,3,2.2,6.6000000000000005
14516,43,11258,8,1,3.0,3.0
14517,45,11259,5,2,3.0,6.0
14518,46,11260,8,2,2.5,5.0
14519,60,11261,3,1,3.75,3.75
14520,36,11262,3,2,3.75,7.5
14521,48,11263,5,2,2.5,5.0
14522,17,11263,5,1,9.5,9.5
14523,23,11264,8,2,2.5,5.0
14524,32,11265,3,2,3.0,6.0
14525,70,11266,8,1,3.25,3.25
14526,61,11267,5,1,4.75,4.75
14527,52,11268,5,1,2.5,2.5
14528,50,11269,3,2,2.5,5.0
14529,38,11270,5,2,3.75,7.5
14530,84,11270,5,1,0.8,0.8
14531,25,11271,3,1,2.2,2.2
14532,56,11272,3,2,2.55,5.1
14533,70,11273,8,1,3.25,3.25
14534,18,11273,8,1,10.95,10.95
14535,30,11274,3,1,3.0,3.0
14536,55,11275,8,1,4.0,4.0
14537,46,11276,5,3,2.5,7.5
14538,26,11277,8,1,3.0,3.0
14539,87,11278,8,2,2.1,4.2
14540,72,11278,8,2,3.25,6.5
14541,49,11279,5,3,3.0,9.0
14542,75,11279,5,1,3.5,3.5
14543,33,11280,5,2,3.5,7.0
14544,37,11281,3,2,3.0,6.0
14545,43,11282,8,1,3.0,3.0
14546,42,11283,3,2,2.5,5.0
14547,51,11284,3,1,3.0,3.0
14548,42,11285,5,1,2.5,2.5
14549,72,11285,5,1,3.25,3.25
14550,41,11286,8,1,4.25,4.25
14551,53,11287,8,1,3.0,3.0
14552,55,11288,8,2,4.0,8.0
14553,46,11289,5,2,2.5,5.0
14554,29,11290,3,1,2.5,2.5
14555,33,11291,5,2,3.5,7.0
14556,75,11291,5,1,3.5,3.5
14557,31,11292,5,1,2.2,2.2
14558,53,11293,5,1,3.0,3.0
14559,31,11294,3,1,2.2,2.2
14560,51,11295,5,2,3.0,6.0
14561,78,11295,5,1,4.5,4.5
14562,24,11296,3,2,3.0,6.0
14563,23,11297,8,2,2.5,5.0
14564,30,11298,3,2,3.0,6.0
14565,36,11299,3,2,3.75,7.5
14566,48,11300,3,2,2.5,5.0
14567,27,11301,3,1,3.5,3.5
14568,78,11301,3,1,4.5,4.5
14569,73,11302,8,1,3.75,3.75
14570,36,11303,5,1,3.75,3.75
14571,49,11304,5,3,3.0,9.0
14572,74,11304,5,1,3.5,3.5
14573,35,11305,5,3,3.1,9.3
14574,36,11306,3,1,3.75,3.75
14575,40,11307,5,1,3.75,3.75
14576,65,11307,5,2,0.8,1.6
14577,25,11308,5,2,2.2,4.4
14578,23,11309,3,2,2.5,5.0
14579,78,11310,8,1,4.5,4.5
14580,56,11311,5,3,2.55,7.6499999999999995
14581,26,11312,3,2,3.0,6.0
14582,55,11313,5,2,4.0,8.0
14583,78,11314,8,1,4.5,4.5
14584,52,11315,3,1,2.5,2.5
14585,31,11316,5,2,2.2,4.4
14586,45,11317,5,3,3.0,9.0
14587,72,11317,5,1,3.25,3.25
14588,38,11318,5,1,3.75,3.75
14589,64,11318,5,2,0.8,1.6
14590,23,11319,8,2,2.5,5.0
14591,61,11320,8,1,4.75,4.75
14592,71,11320,8,1,3.75,3.75
14593,27,11321,8,1,3.5,3.5
14594,44,11322,5,3,2.5,7.5
14595,79,11322,5,1,3.75,3.75
14596,79,11323,8,1,3.75,3.75
14597,16,11324,8,1,8.95,8.95
14598,58,11325,3,1,3.5,3.5
14599,23,11326,5,3,2.5,7.5
14600,30,11327,3,2,3.0,6.0
14601,54,11328,3,2,2.5,5.0
14602,45,11329,5,2,3.0,6.0
14603,23,11330,8,1,2.5,2.5
14604,56,11331,8,1,2.55,2.55
14605,28,11332,8,2,2.0,4.0
14606,14,11333,8,1,8.95,8.95
14607,38,11334,3,1,3.75,3.75
14608,57,11335,3,1,3.1,3.1
14609,87,11336,8,1,2.1,2.1
14610,72,11336,8,1,3.25,3.25
14611,34,11337,5,1,2.45,2.45
14612,34,11338,8,1,2.45,2.45
14613,36,11339,8,2,3.75,7.5
14614,61,11340,8,1,4.75,4.75
14615,71,11341,8,1,3.75,3.75
14616,59,11342,5,2,4.5,9.0
14617,6,11342,5,1,21.0,21.0
14618,26,11343,5,1,3.0,3.0
14619,83,11343,5,1,14.0,14.0
14620,35,11344,3,2,3.1,6.2
14621,57,11345,5,3,3.1,9.3
14622,40,11346,8,1,3.75,3.75
14623,52,11347,3,1,2.5,2.5
14624,26,11348,3,1,3.0,3.0
14625,52,11349,5,1,2.5,2.5
14626,22,11350,3,2,2.0,4.0
14627,44,11351,5,2,2.5,5.0
14628,34,11352,8,2,2.45,4.9
14629,57,11353,3,2,3.1,6.2
14630,58,11354,3,1,3.5,3.5
14631,24,11354,5,1,3.0,3.0
14632,60,11355,3,2,3.75,7.5
14633,38,11356,8,2,3.75,7.5
14634,63,11356,8,2,0.8,1.6
14635,38,11357,5,3,3.75,11.25
14636,65,11357,5,1,0.8,0.8
14637,35,11358,3,1,3.1,3.1
14638,22,11359,3,1,2.0,2.0
14639,33,11360,3,2,3.5,7.0
14640,22,11361,3,2,2.0,4.0
14641,45,11362,8,2,3.0,6.0
14642,87,11363,5,1,3.0,3.0
14643,55,11364,3,1,4.0,4.0
14644,45,11365,8,2,3.0,6.0
14645,32,11366,3,2,3.0,6.0
14646,33,11367,3,1,3.5,3.5
14647,54,11368,5,3,2.5,7.5
14648,50,11369,3,2,2.5,5.0
14649,25,11370,3,2,2.2,4.4
14650,70,11370,3,1,3.25,3.25
14651,44,11371,5,2,2.5,5.0
14652,49,11372,5,1,3.0,3.0
14653,51,11373,3,1,3.0,3.0
14654,28,11374,3,1,2.0,2.0
14655,31,11375,8,2,2.2,4.4
14656,44,11376,3,2,2.5,5.0
14657,36,11377,3,1,3.75,3.75
14658,37,11378,3,1,3.0,3.0
14659,78,11378,3,1,4.5,4.5
14660,73,11379,8,1,3.75,3.75
14661,36,11380,5,1,3.75,3.75
14662,28,11381,3,2,2.0,4.0
14663,36,11382,3,1,3.75,3.75
14664,79,11382,3,1,3.75,3.75
14665,52,11383,3,1,2.5,2.5
14666,46,11384,5,2,2.5,5.0
14667,52,11385,3,1,2.5,2.5
14668,69,11385,3,1,3.25,3.25
14669,60,11386,8,1,3.75,3.75
14670,35,11387,3,1,3.1,3.1
14671,41,11388,8,2,4.25,8.5
14672,30,11389,8,1,3.0,3.0
14673,28,11390,5,3,2.0,6.0
14674,69,11390,5,1,3.25,3.25
14675,55,11391,8,2,4.0,8.0
14676,26,11392,3,2,3.0,6.0
14677,42,11393,3,1,2.5,2.5
14678,32,11394,3,2,3.0,6.0
14679,75,11394,3,1,3.5,3.5
14680,47,11395,3,1,3.0,3.0
14681,29,11396,3,2,2.5,5.0
14682,27,11397,5,1,3.5,3.5
14683,76,11397,5,1,3.5,3.5
14684,26,11398,3,2,3.0,6.0
14685,45,11399,5,1,3.0,3.0
14686,52,11400,8,1,2.5,2.5
14687,87,11401,8,2,3.0,6.0
14688,60,11402,8,1,3.75,3.75
14689,25,11403,5,2,2.2,4.4
14690,44,11404,3,2,2.5,5.0
14691,49,11405,5,3,3.0,9.0
14692,23,11406,3,1,2.5,2.5
14693,87,11407,5,3,3.0,9.0
14694,59,11408,8,2,4.5,9.0
14695,22,11409,8,2,2.0,4.0
14696,29,11410,3,1,2.5,2.5
14697,29,11411,3,1,2.5,2.5
14698,70,11412,8,1,3.25,3.25
14699,36,11413,3,1,3.75,3.75
14700,54,11414,8,2,2.5,5.0
14701,43,11415,3,1,3.0,3.0
14702,77,11415,3,1,3.0,3.0
14703,56,11416,3,2,2.55,5.1
14704,48,11416,3,1,2.5,2.5
14705,43,11417,3,2,3.0,6.0
14706,42,11418,3,1,2.5,2.5
14707,78,11418,3,1,4.5,4.5
14708,41,11419,3,2,4.25,8.5
14709,42,11420,3,1,2.5,2.5
14710,59,11421,5,2,4.5,9.0
14711,76,11422,8,1,3.5,3.5
14712,39,11423,3,2,4.25,8.5
14713,22,11424,3,2,2.0,4.0
14714,54,11425,8,1,2.5,2.5
14715,23,11426,5,1,2.5,2.5
14716,33,11427,5,2,3.5,7.0
14717,23,11428,3,2,2.5,5.0
14718,42,11429,3,2,2.5,5.0
14719,49,11430,8,2,3.0,6.0
14720,60,11431,3,1,3.75,3.75
14721,40,11432,8,1,3.75,3.75
14722,32,11433,3,2,3.0,6.0
14723,74,11433,3,1,3.5,3.5
14724,28,11434,3,1,2.0,2.0
14725,36,11435,5,1,3.75,3.75
14726,33,11436,3,2,3.5,7.0
14727,25,11437,5,2,2.2,4.4
14728,71,11437,5,1,3.75,3.75
14729,47,11438,3,1,3.0,3.0
14730,35,11439,3,2,3.1,6.2
14731,45,11440,3,2,3.0,6.0
14732,32,11441,3,2,3.0,6.0
14733,38,11442,3,1,3.75,3.75
14734,38,11443,5,3,3.75,11.25
14735,63,11443,5,1,0.8,0.8
14736,53,11444,8,1,3.0,3.0
14737,28,11445,3,2,2.0,4.0
14738,60,11446,3,2,3.75,7.5
14739,87,11447,8,2,2.1,4.2
14740,72,11447,8,2,3.25,6.5
14741,45,11448,3,1,3.0,3.0
14742,22,11449,8,2,2.0,4.0
14743,25,11450,8,1,2.2,2.2
14744,35,11451,5,1,3.1,3.1
14745,33,11452,3,2,3.5,7.0
14746,25,11453,3,1,2.2,2.2
14747,49,11454,5,2,3.0,6.0
14748,39,11455,3,2,4.25,8.5
14749,26,11456,3,2,3.0,6.0
14750,50,11457,3,1,2.5,2.5
14751,2,11458,8,1,18.0,18.0
14752,57,11459,3,1,3.1,3.1
14753,26,11460,5,2,3.0,6.0
14754,60,11461,3,1,3.75,3.75
14755,25,11462,3,2,2.2,4.4
14756,27,11463,3,1,3.5,3.5
14757,87,11464,5,2,3.0,6.0
14758,49,11465,3,1,3.0,3.0
14759,40,11466,8,1,3.75,3.75
14760,40,11467,8,2,3.75,7.5
14761,63,11467,8,2,0.8,1.6
14762,69,11467,8,1,3.25,3.25
14763,24,11468,8,2,3.0,6.0
14764,37,11469,3,2,3.0,6.0
14765,45,11470,3,1,3.0,3.0
14766,25,11471,3,1,2.2,2.2
14767,43,11472,3,1,3.0,3.0
14768,48,11473,8,2,2.5,5.0
14769,44,11474,3,1,2.5,2.5
14770,56,11475,3,2,2.55,5.1
14771,56,11476,3,1,2.55,2.55
14772,74,11476,3,1,3.5,3.5
14773,37,11477,8,1,3.0,3.0
14774,49,11478,3,1,3.0,3.0
14775,36,11479,3,2,3.75,7.5
14776,48,11480,3,1,2.5,2.5
14777,52,11481,3,1,2.5,2.5
14778,41,11482,3,2,4.25,8.5
14779,74,11483,8,1,3.5,3.5
14780,60,11484,3,1,3.75,3.75
14781,78,11484,3,1,4.5,4.5
14782,34,11485,3,2,2.45,4.9
14783,57,11486,3,2,3.1,6.2
14784,49,11487,8,1,3.0,3.0
14785,72,11487,8,1,3.25,3.25
14786,37,11488,3,2,3.0,6.0
14787,87,11489,8,1,2.1,2.1
14788,72,11489,8,1,3.25,3.25
14789,51,11490,3,1,3.0,3.0
14790,75,11490,3,1,3.5,3.5
14791,43,11491,3,2,3.0,6.0
14792,77,11491,3,1,3.0,3.0
14793,50,11492,5,1,2.5,2.5
14794,70,11492,5,1,3.25,3.25
14795,40,11493,3,1,3.75,3.75
14796,43,11494,8,1,3.0,3.0
14797,55,11495,3,1,4.0,4.0
14798,77,11495,3,1,3.0,3.0
14799,59,11496,5,1,4.5,4.5
14800,25,11497,8,1,2.2,2.2
14801,26,11498,3,1,3.0,3.0
14802,51,11499,5,2,3.0,6.0
14803,24,11500,3,1,3.0,3.0
14804,27,11501,8,1,3.5,3.5
14805,25,11502,3,1,2.2,2.2
14806,53,11503,5,3,3.0,9.0
14807,71,11503,5,1,3.75,3.75
14808,48,11504,5,1,2.5,2.5
14809,39,11505,8,1,4.25,4.25
14810,63,11505,8,1,0.8,0.8
14811,22,11506,5,3,2.0,6.0
14812,42,11507,3,2,2.5,5.0
14813,45,11508,3,2,3.0,6.0
14814,36,11509,3,1,3.75,3.75
14815,73,11510,8,1,3.75,3.75
14816,42,11511,8,2,2.5,5.0
14817,39,11512,3,2,4.25,8.5
14818,24,11513,5,1,3.0,3.0
14819,81,11513,5,1,28.0,28.0
14820,43,11514,3,2,3.0,6.0
14821,39,11515,8,1,4.25,4.25
14822,84,11515,8,2,0.8,1.6
14823,50,11516,5,1,2.5,2.5
14824,48,11517,3,2,2.5,5.0
14825,50,11518,5,3,2.5,7.5
14826,49,11519,8,2,3.0,6.0
14827,29,11520,3,1,2.5,2.5
14828,51,11521,3,1,3.0,3.0
14829,58,11522,3,2,3.5,7.0
14830,26,11523,3,1,3.0,3.0
14831,45,11524,5,1,3.0,3.0
14832,50,11525,3,1,2.5,2.5
14833,56,11526,8,2,2.55,5.1
14834,26,11527,8,2,3.0,6.0
14835,44,11528,8,2,2.5,5.0
14836,25,11529,8,2,2.2,4.4
14837,46,11530,5,2,2.5,5.0
14838,32,11531,5,3,3.0,9.0
14839,69,11531,5,1,3.25,3.25
14840,41,11532,8,2,4.25,8.5
14841,27,11533,3,1,3.5,3.5
14842,35,11534,8,2,3.1,6.2
14843,50,11535,5,2,2.5,5.0
14844,26,11536,3,1,3.0,3.0
14845,31,11537,3,2,2.2,4.4
14846,26,11538,3,2,3.0,6.0
14847,25,11539,3,1,2.2,2.2
14848,27,11540,3,1,3.5,3.5
14849,45,11541,5,1,3.0,3.0
14850,40,11542,8,2,3.75,7.5
14851,30,11543,5,3,3.0,9.0
14852,77,11543,5,1,3.0,3.0
14853,38,11544,8,1,3.75,3.75
14854,57,11545,8,2,3.1,6.2
14855,23,11546,5,1,2.5,2.5
14856,58,11547,5,2,3.5,7.0
14857,31,11548,8,2,2.2,4.4
14858,33,11549,8,2,3.5,7.0
14859,29,11550,8,1,2.5,2.5
14860,39,11551,8,1,4.25,4.25
14861,37,11552,8,2,3.0,6.0
14862,59,11553,8,2,4.5,9.0
14863,56,11554,5,2,2.55,5.1
14864,75,11555,8,1,3.5,3.5
14865,21,11555,8,1,13.33,13.33
14866,59,11556,8,1,4.5,4.5
14867,41,11557,3,2,4.25,8.5
14868,41,11558,8,1,4.25,4.25
14869,64,11558,8,2,0.8,1.6
14870,51,11559,3,1,3.0,3.0
14871,56,11560,3,2,2.55,5.1
14872,14,11561,8,1,8.95,8.95
14873,58,11562,3,1,3.5,3.5
14874,51,11563,3,2,3.0,6.0
14875,70,11563,3,1,3.25,3.25
14876,28,11564,3,2,2.0,4.0
14877,37,11565,8,1,3.0,3.0
14878,41,11566,8,1,4.25,4.25
14879,25,11567,3,2,2.2,4.4
14880,30,11568,3,1,3.0,3.0
14881,71,11568,3,1,3.75,3.75
14882,45,11569,8,1,3.0,3.0
14883,45,11570,3,1,3.0,3.0
14884,60,11571,3,2,3.75,7.5
14885,47,11572,3,2,3.0,6.0
